ra;dec
130.20841644564973;-22.443158629772526
1.661449867660334;-65.50538694292716
83.76710007955474;-79.04921472734483
165.2938251488089;-42.116075906518034
53.43949355296667;-54.27210709905322
131.84459050716643;-23.932599159976675
37.87740049009259;-50.869680300847364
115.60334521385452;-45.50051755140156
230.9761546911534;-71.64780917781685
163.4190674694862;12.50415244505453
196.21741736849324;14.082545842836396
105.27745897239285;6.170545424538204
42.17448653872454;3.5485570574697647
144.26689840901926;-11.746698168666938
313.0533609973442;-25.238033424761156
333.1775514331757;2.9141073388255023
299.57130464461983;-83.69196115117084
235.21423902696955;-63.26242521691909
40.08449638404332;-64.88855404219794
45.54137381096225;-59.955413311980834
344.85605041879154;-2.4952721355060845
217.80110911207274;-72.50695082320381
312.3498833073079;-26.2209331209947
330.7453631550176;-42.79455849762941
198.92949308869078;-70.72001370163983
276.84893133032097;9.09557441257651
262.53090653006547;-4.2540701205544025
106.06704029463977;-51.098807144769694
146.66660557136163;11.882918229658173
343.2131750291461;-25.958963574384313
33.9092672084843;-61.781475594523975
161.45465307841005;-67.33348660027337
304.1856430060884;8.802862293522082
195.0243752755584;8.958737287626633
68.0871993006129;-25.201270989896514
244.77423965265206;-42.863246134371835
102.6830847055361;-38.28256385114096
210.50681643206173;-21.99791233388514
267.24683361138153;-38.27286453817466
343.1328714395048;-20.843538857882848
246.6001149728049;-58.25531030783964
145.1031322594022;8.254055885120266
212.6271170523372;-57.947911313886394
194.86084081592927;-29.716034297676615
144.78599776285756;-61.83888662213293
297.7809757683412;-52.94890833413145
37.00715350934503;-29.872250225978178
153.74040065786173;-15.352424924598452
339.2133709430691;-40.29269479705429
170.9421480789316;-37.55865003014868
122.45166374724553;6.02628521061051
20.566602937205722;-28.68049961858872
248.90652854580495;-85.83479002428665
84.263005051056;-6.272346816890604
322.2573400261133;1.2024978093913177
346.6515523243096;17.41278736166973
204.92335207815609;-32.11874238866658
175.45398077771964;-83.30699988664094
307.9302191759908;-86.99025243653732
235.2163937822669;-21.47108544800939
125.30683641153975;-87.83887872065519
12.448254192046825;-57.84935328347698
189.54092234979046;-8.150469230382669
62.9179095984886;3.5743877703531837
149.9135931169438;-30.897942651021516
134.1466336571395;-22.124946625256783
5.489068016895864;-24.978561009417817
298.80676173446074;-69.0317987358305
103.30365675649001;-22.437317573506263
210.2289590910444;13.281133958630463
318.5993968346437;5.623785379129899
27.039338040272774;-72.30086823688482
342.3936188626385;11.805266576748764
190.57398144245835;-42.83473796805878
127.06159057746532;-52.14375728956902
309.17240263615736;-79.72797799358851
6.045956597781061;-1.0497813341820006
2.681225616185552;-73.95331015816812
138.6726572798689;-53.792193325649976
62.41337427344244;12.048972990240202
175.68063775522424;-43.10627036945283
265.6144985223994;-40.651894572094236
169.835070904735;-4.018758981896738
82.33677037946525;-29.715761764632084
222.41207296457222;-41.60502287844673
336.1343383981144;7.04961610721152
178.4871483071911;-32.313840749258844
271.10375402300934;-46.9003904789563
312.8568466374607;17.78870250787503
117.15948928481865;-63.75858412972306
