ra;dec
302.016937855505;19.268418212396867
199.3263803964273;-28.22138219613217
90.76821960399262;-11.747489734833252
59.26224835845671;-31.077954646879775
318.6838910377086;-11.265623319897273
136.2652949737464;-89.85309968035233
163.62360224166153;-47.08416405599096
257.9662767999886;0.963702490882298
82.1068091825437;-37.929602407974265
76.72219361175725;-72.78340756318966
186.07556416561997;8.442401910775004
286.3900329771799;-30.957652905095514
288.88481364543986;-20.598859057079054
88.2110983593413;-64.29349145844544
273.4940750030861;-34.77284675655041
110.2055390395737;-10.367131070570636
145.7720318877795;-47.44209659124657
324.55671992139014;-72.78674573168439
151.78878511234453;-42.838226657250885
326.1537443178342;0.9035204743041731
152.32318577072797;-81.3456121892295
68.49012162173246;-66.90933326087799
236.25890984891603;-12.739836330076656
206.99231662719498;12.265786938586103
155.54455010696287;-40.16340960936763
172.6863429684189;-76.65303338891769
235.76206211961753;-67.38399585950856
19.028867821953575;-7.187467549027829
120.34337791645143;-33.63443935287522
61.48394242605499;-63.34956352733517
155.04766081926704;-23.1706253568116
145.62891794859868;-4.064498066144537
198.13899578676018;-70.70302468146556
218.14301302287498;-53.134746843038606
41.4626815263693;-54.30745201870151
20.92259812832976;-37.4282570275752
238.14223530725488;-29.519116498114265
38.39824799633674;-86.21877452960544
165.75772690598455;-81.12719243971165
203.68644936348824;-0.6705307569323082
29.34318479234689;-82.38487950571417
